timestamp,average,median,max,std,kurtosis
2022-12-14 11:37:50,-62.376397672394816,-62.937229169370795,-50.130933352809905,5.489808596654601,1.0009909312029706
2022-12-14 15:26:30,-56.97934891208445,-57.525350337989664,-34.871978172579,5.535417838708113,1.0869077306351833
2022-12-15 00:56:20,-57.614430082733406,-58.155922471577,-30.22633871953311,5.527411562286539,1.3177003816077129
2022-12-14 13:52:00,-52.72523758997416,-59.612550571558565,-30.527623238641162,8.657750205188158,14.433665345334292
2022-12-14 07:22:07,-32.40034393295676,-59.698317667798946,-13.95551075627366,17.885905473497868,5.74224607536482
2022-12-14 16:08:30,-62.48239221292907,-63.04081662392214,-49.82905562878817,5.484709341104181,1.0004750255277755
2022-12-14 12:26:50,-61.36509938925975,-61.6078784304031,-50.46032558584966,5.656161756137424,0.8371196484026822
2022-12-14 19:57:10,-56.801527404660526,-57.33261291251608,-36.45569561098888,5.519253111453766,1.0411990524970272
2022-12-14 19:58:20,-57.833430460976636,-58.80423225424912,-28.35002430463557,5.877692713927406,5.742887190069997
2022-12-14 11:47:10,-62.42956973923696,-62.98897683852279,-49.76771259336614,5.479969182034263,0.9985213620997606
2022-12-14 11:04:00,-62.48706903645174,-63.05476400896799,-50.517676569582406,5.4912262130290195,1.003372714748746
2022-12-14 20:13:30,-58.18173302733098,-58.72997107247529,-26.317415975445293,5.6002267472410425,7.7547826837646525
2022-12-14 23:34:54,-58.225348324630275,-58.78554870840897,-26.107588015923998,5.730558906669257,14.53200433463586
2022-12-14 09:02:40,-62.47863762122459,-63.037733712936195,-50.30075474559432,5.491875240126957,0.9992895668041478
2022-12-14 12:19:50,-16.85494151140955,-16.883774447114476,-14.085125871622164,0.615782612784466,0.015792287320206395
2022-12-14 16:49:20,-62.48261944141505,-63.033060667554224,-50.192258015195975,5.475223707178666,0.9968799322887922
2022-12-14 04:37:19,-62.47712756203531,-63.035531858299095,-50.61921524752643,5.486922361122375,1.0022364377656383
2022-12-14 05:28:46,-62.48107079469909,-63.037298938976996,-50.356950660301656,5.489341000008832,1.000146386302262
2022-12-14 05:19:26,-62.48827775726876,-63.04190123321895,-50.46191753133382,5.491205581159732,1.0017504643476516
2022-12-14 21:24:46,-58.27008530262945,-58.90340200935823,-28.648983567970273,5.644404818787008,9.774987812804177
